execution_date,channel_id,channel_name,videos_tracked,median_views_delta,median_engagement_rate,avg_duration_seconds,shorts_ratio,total_views_delta,new_videos,top_video_id,top_video_title,top_video_views_delta,channel_growth_percentile,channel_momentum_score
2026-05-24T10:51:56.512810+00:00,UCXR7VjA26PcHP3vb6F2X3VQ,jonmircha,2,191,0.03595,1911,0,382,0,PV3iPRVADxU,Google Antigravity 2.0: el IDE agéntico que cambia cómo programamos - jonmircha,221,6.31068,6.31068
2026-05-24T10:51:56.512810+00:00,UCdulIs-x_xrRd1ezwJZR9ww,pildorasinformaticas,5,41,0.071738,1774,0,416,0,9vkhuuRxLGE,Tu primera página web en HTML5 | Estructura básica de un documento HTML,203,6.796117,6.796117
2026-05-24T10:51:56.512810+00:00,UCoMlNw7o21I7LqL4OsjSYAg,Feid,1,188,0.060627,363,0,188,0,RQe_YBIIwsw,PAPASITO ME SANAS LA VIDA ?? ESO LE DIJERON AL FERXXO EN ... VACAXIONES Television (CAPITULO 042),188,4.61165,4.61165
2026-05-24T10:51:56.512810+00:00,UCHMSzZaVrEjK35aYK3J7Htw,Pequeño Cerdo Capitalista,16,7.5,0.057039,525.625,0.4375,477,0,MlcUa5-3G68,¿Realmente Vale la Pena Comprar Casa? Lo que los Números Dicen 🔢💸,175,7.524272,7.524272
2026-05-24T10:51:56.512810+00:00,UCyM-2pRapEv6V2q7UNO9icg,Emprende Aprendiendo,19,7,0.026219,33.368421,1,456,0,pwcrn5bdr9c,Se hizo millonaria reinventando la ropa de gimnasio,164,7.281553,7.281553
2026-05-24T10:51:56.512810+00:00,UCIkCzk3ezlAxX5r2OFlHLaQ,julioprofe,2,90.5,0.081947,791,0,181,0,OeW3LN0YlVo,Integrales definidas | Ej. 27 #julioprofe,157,4.368932,4.368932
2026-05-24T10:51:56.512810+00:00,UCt-k6JwNWHMXDBGm9IYHdsg,J Balvin,1,152,0.028551,58,1,152,0,OI5z9S48LlI,OSCAR MAYDON en la casa #cdmx,152,4.126214,4.126214
2026-05-24T10:51:56.512810+00:00,UCXgNowiGxwwnLeQ7DXTwXPg,The Science Asylum,1,105,0.102279,391,0,105,0,Ehoi-h7_rgM,Is the Universe just a Machine?,105,3.640777,3.640777
2026-05-24T10:51:56.512810+00:00,UCiqJoWIT-vm-hJoXilFGiUQ,Inversión Inteligente - Alain Cortés,38,0,0.029705,192.894737,0.394737,233,0,928WLLMcRWI,"¡Saca ventaja desde el día UNO! | XTB, el mejor bróker para invertir en bolsa",94,5.097087,5.097087
2026-05-24T10:51:56.512810+00:00,UCSIvk78tK2TiviLQn4fSHaw,Up and Atom,1,86,0.117714,974,0,86,0,ND9eyW5Fw0s,Could a TRILLION Monkeys Write Shakespeare Before the Universe Ends?,86,3.15534,3.15534
2026-05-24T10:51:56.512810+00:00,UC04FyDIvYXNecpbG8gyOw4A,Meta,3,75,0.027822,42,0.666667,226,0,pUbyqNTt2AY,Flower or Weed,79,4.854369,4.854369
2026-05-24T10:51:56.512810+00:00,UCabaQPYxxKepWUsEVQMT4Kw,Healthcare Triage,2,47.5,0.099263,383,0,95,0,I1u-uVoQIe8,Why Do I have to Wait to See a Doctor? Getting Care in the US Part 1,72,3.398058,3.398058
2026-05-24T10:51:56.512810+00:00,UCFtEEv80fQVKkD4h1PF-Xqw,Microsoft,4,27.5,0.065708,127.25,0.25,120,0,yhhRISRexPk,"Across AAPI cultures and experiences, Asian voices transform perspective into impact",65,3.883495,3.883495
2026-05-24T10:51:56.512810+00:00,UCJ-DXBlPN6AIoUq3YCM8I4A,Paco Lodeiro - Academia de Inversion,3,28,0.067308,5768.333333,0,56,1,XKGlNSEb0mc,422. Gerunda Global con Martí Alonso y Albert Mendoza,48,2.912621,2.912621
2026-05-24T10:51:56.512810+00:00,UCOQEA3qmyzFmJdi6Z137yrA,Monitor fantasma,2,18,0.098942,626.5,0,36,0,mJsIzeo1Onw,Me equivoqué con el Dr Mariano Barbacid,31,2.427184,2.427184
2026-05-24T10:51:56.512810+00:00,UC2RIppRBTTa6JBY-Zwv6lQw,El Maikini Dev,1,29,0.112468,297,0,29,0,qGa8y4tPUkc,Calificando comentarios de mis videos junto a ChatGPT,29,1.941748,1.941748
2026-05-24T10:51:56.512810+00:00,UCgZoKiTvvpEnr1zI6Kv_i7A,ManzDev,5,8,0.104101,4419.8,0,53,0,VyRBF8LKCuc,HTML no es fácil. Es que tú lo estás infravalorando,25,2.669903,2.669903
2026-05-24T10:51:56.512810+00:00,UC4EY_qnSeAP1xGsh61eOoJA,YaleCourses,2,17.5,0.020564,2637,0,35,0,-JrvO_jUwVU,When Spanish Learning Comes to Life: Watertown Students Visit Yale,20,2.184466,2.184466
2026-05-24T10:51:56.512810+00:00,UCtoo4_P6ilCj7jwa4FmA5lQ,Soy Dalto,1,10,0.062673,59,1,10,0,s2NSwy8xraQ,Con ESTO tu vida podria ser MÁS FÁCIL,10,1.699029,1.699029
2026-05-24T10:51:56.512810+00:00,UCfOaXuYSAQXm7CTYWD8dUXQ,MIGALA D,1,8,0.091382,5234,0,8,0,RNUjufFVGXs,El aguacate,8,1.456311,1.456311
2026-05-24T10:51:56.512810+00:00,UCHlRUpxdyDSBCbshgMCniAQ,Impulso Supremo,1,2,0.097222,577,0,2,0,8cEGEiZFP4o,El Consejo Que Cambió la Vida de 10 Millones de Personas | Jim Rohn,2,1.213592,1.213592
2026-05-24T10:51:56.512810+00:00,UCqGbnzprhyuzTOL8abZD-sQ,Pao Almontes,3,0,,0,1,0,0,uoRmXpQseH8,El Mapa completo para tu Libertad Financiera.,0,0.485437,0.485437
2026-05-24T10:51:56.512810+00:00,UCf_PS8-T1w_VT1Kz-9G0nHw,Sprouts Español,1,,0.130376,222,0,0,1,,,,0.485437,0.485437
2026-05-24T10:51:56.512810+00:00,UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,1,,0.033996,7808,0,0,1,,,,0.485437,0.485437
2026-05-24T10:51:56.512810+00:00,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,1,,0.09956,2034,0,0,1,,,,0.485437,0.485437
2026-05-24T10:51:56.512810+00:00,UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,1,,0.040924,44,1,0,1,,,,0.485437,0.485437
