execution_date,video_id,channel_id,video_age_days,content_format,short_term_eligible,mid_term_eligible,long_term_eligible,evergreen_eligible,trend_burst_eligible,metadata_lift_eligible,channel_baseline_eligible,confidence_reason
2026-05-22T12:02:39.617608+00:00,BTJGr78-zyw,UCGq-a57w-aPwyi3pW7XLiHw,15.210088,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,c8TwGH1B5wA,UCq6VFHwMzcMXbuKyG7SQYIg,2.564162,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,VpXlDJZFNdc,UCq-Fj5jknLsUf-MWSy4_brA,1.266373,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,LQarVC1PMN8,UCJ5v_MCY6GNUBTO8-D3XoAg,3.785192,shorts,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,liiU_V9S_R8,UCupvZG-5ko_eiXAupbDfxWw,3.458873,videos,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,dGlonEIK7Io,UCbCmjCuTUZos6Inko4u57UQ,11.000979,shorts,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,SJ73cJXbPhE,UCq-Fj5jknLsUf-MWSy4_brA,5.272611,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,eY2JASSgF-s,UC3IZKseVpdzPSBaWxBxundA,1.876813,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,VtVzC2_f3nY,UCaY_-ksFSQtTGk0y1HA_3YQ,7.859382,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,mtcKMbltrRA,UCaY_-ksFSQtTGk0y1HA_3YQ,2.849509,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,_-Go2UpD4Cs,UCvCfpQXRXdJdL07pzTIA6Cw,1.970297,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,MuFqOaVBLts,UCJ5v_MCY6GNUBTO8-D3XoAg,3.391616,shorts,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,G-gtlAc65-A,UCaY_-ksFSQtTGk0y1HA_3YQ,5.918167,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,trEKyzhuq8M,UC1viRct91s1a3Z5yvk7FJXw,1.439278,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,nCElUD0jvgo,UC3IZKseVpdzPSBaWxBxundA,11.003167,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,gM1DToU76x4,UC52hytXteCKmuOzMViTK8_w,1.622009,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,ovGkbc1xJBE,UCrPseYLGpNygVi34QpGNqpA,6.201361,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,3-jY1JrtqeY,UCQznUf1SjfDqx65hX3zRDiA,6.911489,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,rThDEqJsRtk,UCQznUf1SjfDqx65hX3zRDiA,6.892588,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,FiwLKKRISS4,UCTHaNTsP7hsVgBxARZTuajw,0.945528,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,YqJTL5PxeTk,UC3IZKseVpdzPSBaWxBxundA,3.126384,shorts,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,tfx2CjqtCUI,UCK8sQmJBp8GCxrOtXWBpyEA,2.206153,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,4mROydqA2zg,UCQznUf1SjfDqx65hX3zRDiA,7.217125,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,q5Yvojgb_Sw,UCWBWgCD4oAqT3hUeq40SCUw,1.699753,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,UEk6RC0cBsA,UC0QHWhjbe5fGJEPz3sVb6nw,1.675146,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,KLa8NenZeVc,UCgFXm4TI8htWmCyJ6cVPG_A,7.001512,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,Ign6vxLLqoo,UCBi2mrWuNuyYy4gbM6fU18Q,1.418375,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,qc7iiJE027o,UCyEd6QBSgat5kkC6svyjudA,2.042831,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,OlAIrZ6Wbg0,UCQHX6ViZmPsWiYSFAyS0a3Q,5.987264,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,71w2bUdxop4,UCvCfpQXRXdJdL07pzTIA6Cw,2.91981,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,qGOlvot-9x8,UCoLrcjPV5PbUrUyXq5mjc_A,1.282889,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,SAICBqOOTZE,UCoLrcjPV5PbUrUyXq5mjc_A,1.348699,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,LFXpmx75kBY,UCECJDeK0MNapZbpaOzxrUPA,3.860551,videos,False,False,False,False,True,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,o2xDANfO8mQ,UCvlE5gTbOvjiolFlEm-c_Ow,2.084452,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,QOC_gliRSu4,UCJ5v_MCY6GNUBTO8-D3XoAg,3.390829,shorts,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,Kh3JgLr9WbQ,UCWBWgCD4oAqT3hUeq40SCUw,1.783097,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,op8HMCB5JnQ,UCE_M8A5yxnLfW0KghEeajjw,9.570204,shorts,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,JZy3yPf7dkc,UChBEbMKI1eCcejTtmI32UEw,2.887218,shorts,True,False,False,False,True,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,Zg2MDj-I1vc,UCWJ2lWNubArHWmf3FIHbfcQ,2.364533,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,ZMk4Sm5RZ4A,UCoLrcjPV5PbUrUyXq5mjc_A,1.282183,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,eLP3ag0YpyA,UCXuqSBlHAE6Xw-yeJA0Tunw,2.078155,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,-vhmvlcRTXs,UCurvRE5fGcdUgCYWgh-BDsg,6.210181,shorts,False,True,False,False,True,False,True,ok
