execution_date,channel_id,channel_name,videos_tracked,new_videos,total_views_delta,median_views_delta,avg_engagement_rate,channel_growth_7d,channel_growth_30d,channel_momentum_7d_vs_30d,channel_momentum_score,publish_frequency_7d,publish_frequency_30d,channel_consistency_score,channel_volatility_robust,top_video_id,top_video_title,top_video_views_delta,shorts_ratio,mid_ratio,long_ratio,metric_confidence_score
2026-05-21T12:28:40.492262+00:00,UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,10,1,12075,1000,0.045881,49887,49887,4.285714,60.438144,9,9,47.272727,1.906673,BedAaB1RKgE,MCP vs ADK: How Modern AI Agents Connect and Work Together,5242,0,0.1,0.9,82.5
2026-05-21T12:28:40.492262+00:00,UCBBWpss2iXVXtTzl7-4eWbg,Jessica Fernández García,25,1,17659,15.5,0.03192,124270,510551,1.043159,11.082474,4,21,0.779221,13.92,XCs9UO44RmA,Escúchalo completo en Más Allá del Rosa en YouTube,5222,0,0.84,0.16,100
2026-05-21T12:28:40.492262+00:00,UCbUYAYd1WUznxEEl498z7vA,Woshingo Streams,27,1,19031,65.5,0.049364,245618,648904,1.622195,20.103093,4,22,4.675325,8.612613,p-C13Dm51mc,ESTE PODCAST ES TERRIBLE,5214,0,0,1,100
2026-05-21T12:28:40.492262+00:00,UCPdaxSov0mgwh77JvjQO2jQ,Man Carrying Thing,7,0,20995,3607,0.083549,279353,960718,1.24618,13.659794,1,7,48.571429,1.886808,IrGd4xIhTN0,the Rise of Woke Books - a Response,5121,0,0.857143,0.142857,77.25
2026-05-21T12:28:40.492262+00:00,UCPTlwyaEoJOVyvDLzHagzNQ,WATOP,10,0,6694,63,0.047898,55760,211132,1.131858,11.85567,1,8,29.350649,2.886957,g6Cq3m3gq1g,El Cártel Se Metió Con El Padre Equivocado,5085,0,0,1,82.5
2026-05-21T12:28:40.492262+00:00,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,1,0,5062,5062,0.105445,19719,19719,4.285714,93.427835,1,1,90.38961,0.277786,pwNa-5JWtAU,LIVE FROM MEXICO! The tour film out May 21st 6pm (BST) AND the live album out May 22nd!!!,5062,0,1,0,46.75
2026-05-21T12:28:40.492262+00:00,UCoz3Kpu5lv-ALhR4h9bDvcw,shroud,8,2,8422,782,0.020459,48325,48325,4.285714,93.427835,8,8,30.38961,2.803601,pFzXlGstqEs,WHY IS NOBODY PLAYING THIS MAP?,4999,0,0,1,79
2026-05-21T12:28:40.492262+00:00,UCujyjxsq5FZNVnQro51zKSQ,fuslie,7,1,5951,158.5,0.016493,11046,11046,4.285714,60.438144,7,7,44.675325,2.01626,d2D4wC6YnhA,yip yapping with chat and then practicing 2XKO for tourney thursday (send help),4936,0,0,1,77.25
2026-05-21T12:28:40.492262+00:00,UCey-eDTR5J6xU6pZ2f4guoA,Adin Live,5,0,12430,1981,0.024417,65514,65514,4.285714,33.118557,4,4,69.090909,1.066105,znizBmK97jE,Adin Ross Reacts to Drake's New Album ICEMAN!,4886,0,0,1,72.5
2026-05-21T12:28:40.492262+00:00,UCRlBDnRQduDk4tmm1OtpSRg,UN POCO MEJOR,3,0,5794,892,0.053078,54078,195761,1.183907,12.628866,0,2,17.662338,4.952339,uTBQ0E07n88,El Mapa Entero del Dinero en 21 Minutos,4748,0,0,1,70.25
2026-05-21T12:28:40.492262+00:00,UCX16cLWl6dCjlZMgUBxgGkA,CuriosaMente,2,0,8097,4048.5,0.094244,22853,22853,4.285714,60.438144,2,2,89.350649,0.338395,fiwhsIAjBuI,Guía completa de orientación vocacional,4728,0,0,1,51
2026-05-21T12:28:40.492262+00:00,UCUvvj5lwue7PspotMDjk5UA,Meet Kevin,18,5,9717,408,0.032721,39087,39087,4.285714,60.438144,18,18,55.844156,1.572414,huygLmrdLoQ,MASSIVELY SHORT,4706,0,0.111111,0.888889,96.5
2026-05-21T12:28:40.492262+00:00,UCwGX2cE21VPBEJ49hcprP9w,SupraPixel,3,0,10507,3756,0.0347,50882,50882,4.285714,60.438144,3,3,62.597403,1.292304,F0Rx-GLE9lg,TODO sobre la MacBook Neo,4704,0,0.333333,0.666667,60.25
2026-05-21T12:28:40.492262+00:00,UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,2,0,5588,2794,0.04397,44542,351461,0.543145,4.639175,0,2,70.38961,1.038298,g4Gb6viwsnQ,AI Band Gets Caught Then Hires Real Humans,4304,0,0,1,68.5
2026-05-21T12:28:40.492262+00:00,UCCApWEDxZLSe2u0BB-znodA,Don Canitro 👺,1,0,4195,4195,0.051352,36032,77065,2.0038,25.773196,0,1,88.831169,0.350923,vxjrgy16ljc,Otros 30 Datos Geográficos que parecen Ciertos (Pero son FALSOS),4195,0,0,1,55.5
2026-05-21T12:28:40.492262+00:00,UCEK0oX3X2yK9y27khCsrNKg,Mis Propias Finanzas,71,2,26328,18,0.057338,175433,313500,2.398264,29.639175,22,64,9.090909,6.597701,mN3Gt29ygtY,La Verdad que Nadie te Dice sobre el Precio del Dólar en Colombia,4130,0,0.71831,0.28169,100
2026-05-21T12:28:40.492262+00:00,UCvSXMi2LebwJEM1s4bz5IBA,New Money,2,1,4084,4084,0.030141,14267,14267,4.285714,60.438144,2,2,94.025974,0.178104,m0qxvtMaKEQ,Warren Buffett Breaks His Silence on the U.S. Stock Market,4084,0,0,1,49.75
2026-05-21T12:28:40.492262+00:00,UCA2tt9GSU2sl8rAqjlLR3mQ,GeorgeNotFound,1,0,4026,4026,0.049189,23104,23104,4.285714,60.438144,0,0,86.493506,0.422961,JbHpeN8vN1Q,Completing All Minecraft Advancements Blind (No Google or Help) - Day 19,4026,0,0,1,45.5
2026-05-21T12:28:40.492262+00:00,UCSMqateX8OA2s1wsOR2EgJA,TLDR News,4,1,7931,3067,0.044948,35162,35162,4.285714,60.438144,4,4,75.324675,0.865893,rA2QTU_47Yc,Is the UK Slowly Breaking Apart?,3977,0,1,0,63.25
2026-05-21T12:28:40.492262+00:00,UCXR7VjA26PcHP3vb6F2X3VQ,jonmircha,2,0,4240,2120,0.039841,4699,4699,4.285714,60.438144,2,2,87.272727,0.403478,PV3iPRVADxU,Google Antigravity 2.0: el IDE agéntico que cambia cómo programamos - jonmircha,3951,0,0,1,51
